,SMILES,HBA,HBD,MW,rotatable,TPSA,cLogP,fsp3,stereo,set
37,c1ccc(S(=O)(=O)c2ccccc2)cc1,2,0,218.27700000000002,2,34.14,2.519400000000001,0.0,0,prior
38,NC(=O)n1nc(CO)nc1C,5,2,156.14499999999998,1,94.03,-0.9943800000000003,0.4,0,prior
39,Cn1c(N2CCN(C)[C@H]2CCCC(=O)NC2CCN(Cc3ccccc3)CC2)cc2cc(Cl)c(OC)cc21,6,1,538.1360000000002,9,52.980000000000004,4.869300000000004,0.5,1,prior
43,O=C(/C(=C/NCc1ccccc1)C(=O)c1csc(C)c1)N1CCOCC1,5,1,370.4740000000002,6,58.64,2.771720000000001,0.3,0,prior
48,O=C(COc1ccccc1Cl)Nc1cc(C(=O)N2CCNCC2)c(N(C)C)c(S(=O)(=O)N2C(=O)CCc3ccc(O)cc3)c12,9,3,642.1340000000002,9,148.58999999999997,2.842600000000002,0.3,0,prior
49,CC(=O)NN(C)C(c1c[nH]c2ccccc12)C(=O)CC(=O)Nc1ccc(F)cc1,4,3,396.42200000000014,7,94.30000000000001,2.9289000000000005,0.19047619047619047,1,prior
50,O=C(NC(=O)CCc1ccccc1)c1ccc(O)c(OCc2ccccc2)c1,4,2,375.42400000000015,7,75.63000000000001,3.860400000000003,0.13043478260869565,0,prior
51,Cc1cc2cc(Cl)ccc2c(C)c1NC(=O)C(C)(C)c1cccc(O)c1Cl,2,2,402.32100000000014,3,49.33,6.385340000000006,0.22727272727272727,0,prior
54,Cc1n(Cc2ccc(C(C)(C)C)cc2)c([N+](=O)[O-])cc1OCc1ccccc1,4,0,378.4720000000001,6,57.3,5.629520000000006,0.30434782608695654,0,prior
56,Cc1ccc2c(NC(=O)c3cc(OCC(=O)N(C)C)ccc3-c3ccc(Cl)cc3)nc(C(C)C)cc2c1,4,1,516.0410000000003,7,71.53,6.706320000000006,0.23333333333333334,0,prior
58,CCC(=O)NC[C@H](C)C(=O)O,2,2,159.18499999999997,4,66.4,0.2333,0.7142857142857143,1,prior
61,CC(=O)OCCNC(=O)c1cc(Cl)c(Cl)c(Cl)c1OC,4,1,340.59000000000015,5,64.63,2.9483000000000006,0.3333333333333333,0,prior
62,COc1ccc(-c2nc3cnn4ccccc4c3c2c2ccccn2)n(C)c1=O,7,0,383.4110000000001,3,74.31,3.270400000000002,0.09090909090909091,0,prior
63,O=C1c2ccc([N+](=O)[O-])cc2C1C=S,4,0,207.21,2,60.209999999999994,1.8743999999999998,0.1111111111111111,1,prior
64,Cc1cc[nH]c1-c1ccc(-c2ccnc(-c3cccs3)c2)cc1,2,1,316.42900000000003,3,28.68,5.780620000000003,0.05,0,prior
66,O=C(O)c1ccc(C(F)F)cc1Cl,1,1,206.575,2,37.3,2.9758000000000004,0.125,0,prior
67,Cc1nc2ccc(O)c(C)c2c(CCN(C)CCNc2ccccc2)n1,5,2,350.46599999999995,7,61.28000000000001,3.538640000000002,0.3333333333333333,0,prior
70,Cc1cc(NC(=O)n2cnnn2)cc(O)c1OCCCNC(=O)COc1cccc(O)c1,10,4,442.43200000000024,9,160.72,1.4370199999999989,0.25,0,prior
71,CCn1c(=O)n(C(CCc2c(C)ccc(O)c2)C(=O)c2cccnc2)o1,7,1,355.39400000000006,7,90.25999999999999,2.7285200000000014,0.3157894736842105,1,prior
73,CC1=C2C(=O)N(C(=O)O)CCN2CC1,3,1,196.20599999999993,0,60.85,0.4863000000000001,0.5555555555555556,0,prior
74,O=C(CN1C(=O)c2ccccc2Br)CC1,2,0,268.11,1,37.38,1.8641000000000003,0.2727272727272727,0,prior
77,CCc1ccc(OCc2ccccc2)cc1C(=O)CCNC(=O)NCc1cccnc1,4,2,417.5090000000001,10,80.32,4.295200000000003,0.24,0,prior
80,CC(C)(C)[C@H](N)C(=O)Nc1cccc(OC2CC(N)CC2)c1,4,3,305.4220000000001,4,90.37,2.2571000000000003,0.5882352941176471,3,prior
81,NC(=O)C1CCSC1,2,1,131.2,1,43.09,0.2247999999999999,0.8,1,prior
82,CN1CCC(O)(c2coc(N)n2)C(=O)c2cc(CCO)ccc21,7,3,317.345,3,112.82000000000001,0.7019999999999995,0.375,1,prior
84,CCOC(=O)COC1c2cc(Cl)ccc2CCCCO1,4,0,298.7660000000001,4,44.760000000000005,3.271200000000002,0.5333333333333333,1,prior
85,CCn1ccc2c(-c3ccccc3Cl)c(Cl)c(O)cc2s1,3,1,338.25900000000007,2,23.47,5.679300000000003,0.125,0,prior
86,CCOC(=O)NC1=C(C)NC(=O)N1CCc1ccc(N)nc1,6,3,305.338,5,115.03,1.2731199999999996,0.35714285714285715,0,prior
87,Cc1cc(F)ccc1N[C@H](C(=O)O)C1CC(C)(C)O1.Cl,3,2,303.761,4,58.56,2.9885200000000016,0.5,2,prior
88,O=C(/C=C/CNC(=O)c1nc(N(C)CC(=O)NCC(=O)O)ccc1OC)CCCc1ccccc1,7,3,482.53700000000026,14,137.92999999999998,1.6052,0.32,0,prior
89,CN1c2nc(N)ccc2CCNC(=O)c2ccccc21,4,2,268.32,0,71.25,1.7175999999999996,0.2,0,prior
90,Cc1nn(C)c(C(=O)c2ccc(NC(=O)c3cccs3)c(C)c2Cl)c1,5,1,373.8650000000001,4,63.99,4.235140000000003,0.16666666666666666,0,prior
91,CC(C)Nc1cc(C)nc(N)c1C(=O)N[C@@H](C)CN1CCc2ccccc2C(=O)O1,7,3,411.5060000000002,6,109.58,2.5409200000000007,0.4090909090909091,1,prior
92,CC1(C)c2ccnc(OCc3ccc(Cl)cc3)c2[C@H](CCCNC(=O)c2cccc3cc(C(F)(F)F)ccc23)c1=O,4,1,581.0340000000002,8,68.28999999999999,7.6401000000000066,0.28125,1,prior
96,COCCCNc1nc(C)no1,5,1,171.20000000000002,5,60.18,0.8264199999999999,0.7142857142857143,0,prior
98,CNc1nc(C(CC)CC(=O)N2CCN(c3ccccc3Cl)CC2)nc2ccccc12,5,1,437.9750000000002,6,61.36000000000001,4.557400000000005,0.375,1,prior
99,COc1cc(OC)c2c(c1)S=CCCc1cccc(Cl)c12,2,1,320.84100000000007,2,18.46,4.597000000000003,0.23529411764705882,0,prior
100,CN(C)/C=C/c1ccc(F)cc1,1,0,165.21099999999998,2,3.24,2.3580000000000005,0.2,0,prior
101,CCCCCC(=O)Nc1cc(Cl)cc(C(=O)Nc2ccccc2C2CCCCC2)c1,2,2,426.9880000000003,8,58.2,7.158800000000005,0.44,0,prior
104,CCCOc1ccn2c(=O)[nH]c(CC[C@@H]3CCNC3)c2c1,4,2,289.379,6,58.53,1.9585,0.5625,1,prior
107,CC(C)(c1ccccc1)C(=O)CNC1(C)CCC1=O,3,1,259.34899999999993,5,46.17,2.2445000000000004,0.5,1,prior
108,Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)O)cc2)cc1,3,2,291.32800000000003,4,83.47,2.494020000000001,0.07142857142857142,0,prior
109,CN1c2ccc(Cl)cc2NC(C(=O)NCc2nc(=S)[nH]cc2Br)CC1,5,3,442.7700000000001,3,73.05000000000001,3.4918900000000006,0.3125,1,prior
110,CC#Cc1cc(NC(=O)NC(S)=O)ccc1Oc1ccccc1Cl,3,3,360.822,3,67.43,4.675000000000002,0.058823529411764705,0,prior
111,Nc1nc(-c2ccc(Cl)cc2)c(F)c(Nc2ccc(-c3ccccc3)o2)c1,4,2,379.82200000000006,4,64.08,6.126900000000004,0.0,0,prior
112,O=C(Nc1ccccc1)c1ccc(CCN2CCC(C3CCCC3)CC2)c(=O)c2ccccc12,3,1,454.6140000000003,6,49.410000000000004,5.8970000000000065,0.4,0,prior
113,O=C(CNC(=O)c1ccc(CNC(=O)NC/C=C/CC(C)C)cc1)C(=O)Nc1ccc(Cl)cc1,4,4,484.98400000000015,11,116.4,3.679100000000002,0.28,0,prior
114,COc1ccc(-c2nc3cccc(C(C)(C)C)c3o2)cc1,3,0,281.35499999999996,2,35.260000000000005,4.800900000000004,0.2777777777777778,0,prior
115,O=C1CN(C(=O)CCN2C(=O)c3ccccc32)CSC(c2cccc(-c3ccccc3)n2)C1,5,0,457.5550000000002,5,70.58000000000001,4.332300000000004,0.23076923076923078,1,prior
118,Cc1ccc(NC(=O)c2ccc(-c3ccc(F)cc3)cc2)cc1OCS(=O)(=O)c1cccc(Cl)c1,4,1,509.9860000000002,7,72.47,6.517020000000005,0.07407407407407407,0,prior
120,CC(C)C(C(C#C)(CS(=O)(=O)N1CCCC1)C(=O)Nc1ccccc1)Cc1ccccc1,3,1,452.62000000000006,9,66.48,4.185200000000003,0.4230769230769231,2,prior
123,CCc1cccc2cccs1(C)c1cc(Cl)ccc12,0,0,288.843,1,0.0,5.907700000000005,0.17647058823529413,1,prior
125,C[C@H](NC(=O)Nc1nn(C)c(-c2ccccc2)c1C)CCCN[C@H](C)C(=O)N1CCCCC1,5,3,454.6190000000004,9,91.29,3.6763200000000023,0.56,2,prior
126,Cc1nn(C2C[C@H](Oc3ccc(C#N)cc3)C2C(=O)N2CCN(C)CC2)cc1C(C)=O,7,0,421.5010000000003,5,91.45999999999998,2.0484,0.4782608695652174,3,prior
129,Oc1ccccc1OCC1NC2=NC(=O)C(C(=O)Nc3ccccc3)CNC(=O)C12,6,4,408.4140000000001,5,129.12,0.6687999999999994,0.23809523809523808,3,prior
131,NC(=O)Cn1c(=O)oc2c(C(F)(O)OC3CCNCC3)cccc21,7,3,339.32300000000004,5,119.72000000000001,-0.0794999999999999,0.4666666666666667,1,prior
133,CC(=O)N(c1ccc(Cl)c(Cl)c1)Nc1nc(-c2ccc(O)cc2)cn1C(=O)OCC,7,2,449.29400000000027,5,96.69000000000001,4.9471000000000025,0.15,0,prior
138,CCCCc1ccc(C(=O)N2CCCC(Cc3ccccc3)C2)nc1,2,0,336.479,6,33.2,4.519100000000004,0.45454545454545453,1,prior
140,NCCCOc1ncc2c(C(F)(F)F)nc(O)c3ccc(C(F)(F)F)cc3c12,5,2,405.29800000000006,4,81.26,4.205400000000002,0.29411764705882354,0,prior
142,CCCN(CC(=O)C(=O)OC(C)C)C(=O)Nc1cc(C)nc2ccccc12,5,1,371.43700000000007,7,88.6,3.3078200000000013,0.4,0,prior
143,COc1ccc(C(N)CCNC(=O)CCCCCCCCC(=O)O)cc1OC,5,3,394.51200000000017,15,110.88,3.415300000000001,0.6190476190476191,1,prior
144,CN(C)C(=O)CN1Cc2ccccc2c1=O,2,0,218.256,2,40.620000000000005,0.7305999999999995,0.3333333333333333,0,prior
145,Cc1ccccc1NC(=O)OC(=O)c1ccc2c(c1)S/C(=C\c1ccccc1Br)C2CC(F)(F)C(F)(F)F,4,1,612.4140000000003,5,55.4,8.96452,0.18518518518518517,1,prior
146,CCOC(=O)C(O)c1c(-c2cc(F)c(Cl)cc2Cl)c2ccccc2n1Cc1c[nH]c2ccccc12,4,2,511.38000000000017,6,67.25,6.880300000000005,0.14814814814814814,1,prior
148,O=C1NCCN1C(=O)C1=NC(C(=O)O)C1,4,2,211.177,2,99.07000000000001,-1.1639000000000002,0.5,1,prior
151,O=C(OCC1COCC1)CSC(c1ccc2ncccc2c1)=C(\C)C(=O)c1ccccc1,6,0,447.55600000000015,8,65.49000000000001,5.161600000000005,0.2692307692307692,1,prior
152,CSc1cccc(-c2ncncc2S(=O)(=O)c2ccc(S(=O)(=O)O)nn2)c1,9,1,424.48500000000007,5,140.07,1.7349999999999999,0.06666666666666667,0,prior
153,O=C(c1ccoc1)Nc1ccc([C@H]2O[C@@H](CO)C[C@H]2O)cc1,5,3,303.31399999999996,4,91.93,1.7150999999999998,0.3125,3,prior
155,Cc1cccc(/C=C(\C/C=C(\S)C(=O)N(C)C)C(=O)N=C2CCCCC2)c1,3,1,384.5450000000003,5,49.74,4.602120000000004,0.4090909090909091,0,prior
158,CCSC(=O)NC(=O)Nc1ccc(-n2nccc2)cc1,5,2,290.348,3,76.02000000000001,2.866900000000001,0.15384615384615385,0,prior
160,NC(=O)C1=NCC(O)CC1Sc1ccc(OCCC(=O)O)cc1,6,3,338.38500000000005,7,122.21000000000002,0.6916999999999991,0.4,2,prior
163,Cc1cc(-c2c(C)noc2C)ccc1/C=N/OCc1ccccc1,4,0,320.392,5,47.620000000000005,4.817560000000004,0.2,0,prior
164,CNc1nccc(S(=O)(=O)N2CC(N(C)CC(F)(F)F)C2)c1C(=O)NCC(=O)O,7,3,439.4160000000001,8,131.94,-0.19529999999999942,0.5333333333333333,0,prior
165,COc1ccccc1C(=O)N(C)c1nnc(O)c2ccccc12,5,1,309.325,3,75.55,2.6206000000000005,0.11764705882352941,0,prior
166,CC(=O)OC(S(=O)(=O)N(CCc1ccccc1)C(=O)N1CC(C)(OCc2ccccc2)CC1)Nc1nc2ccsc2o1,10,1,612.7300000000002,11,131.28,4.823600000000004,0.3448275862068966,2,prior
170,COc1ccccc1CN1CCN(CCCCN2C(=O)C(C)(c3cccnc3)SC2=O)CC1,7,0,468.62300000000016,9,65.98,3.5988000000000024,0.48,1,prior
171,COc1ccc(CF)o1,2,0,130.118,2,22.37,1.7577,0.3333333333333333,0,prior
172,Cn1nc(CCc2ccccc2)nc1N,4,1,202.261,3,56.730000000000004,1.1825,0.2727272727272727,0,prior
174,CC[C@H](C)[C@H](CCO)OC(=O)NCC1CCCC1,3,2,257.37399999999997,7,58.56,2.6999000000000013,0.9285714285714286,2,prior
175,COc1cccc(CCc2ccc(CC(C)NC(=O)CN3CCC(OC(=O)CO)CC3)c(F)c2)c1,6,2,486.5840000000004,11,88.10000000000001,2.6666000000000007,0.48148148148148145,1,prior
176,O=C(N/N=C/c1ccc(Br)cc1)C(=O)N1CCCCc2nccc(C(F)(F)F)c21.O=C(O)C(F)(F)F,5,2,583.2830000000004,2,111.96,4.315800000000003,0.2857142857142857,0,prior
177,CCOC(=O)[C@H](N)CC(=O)Nc1ccc(CN2CCc3c(C)nccc32)nc1,7,2,383.45200000000017,7,110.44,1.5667199999999994,0.4,1,prior
179,COc1cc(S(=O)(=O)N2CCOCC2)n(Cc2ccsc2)c1,6,0,342.44199999999995,5,60.77,1.6273999999999995,0.42857142857142855,0,prior
181,CC(C)(C)C(=O)Nc1ccc(-n2nnnc2)nc1-c1ccc(S(C)(=O)=O)cc1,8,1,400.46400000000017,4,119.72999999999999,2.1124,0.2777777777777778,0,prior
189,CCOc1ccccc1N1CCN(c2nc(-c3ccc(-c4ccccc4)cc3)cc(Cl)c2)C1,4,0,455.98900000000015,6,28.6,6.7518000000000065,0.17857142857142858,0,prior
190,C[C@@H]1C[P@@-](C)NC1=O,1,1,131.11499999999998,0,29.1,0.7789999999999999,0.8,2,prior
193,CCNC(=O)c1cccc(-c2cn3c(n2)OCCN3)c1,5,2,272.30799999999994,3,68.18,1.2357,0.2857142857142857,0,prior
196,COc1ccc2c(c1)N(C)c1ccccc1-2,2,0,211.264,1,14.16,3.3401000000000023,0.14285714285714285,0,prior
197,N#Cc1ccc(C(=O)OCCN(CNC2=NCCc3ccccc3)cc2)c(C)c1,5,1,388.47100000000006,7,77.72,3.041100000000001,0.2608695652173913,0,prior
198,CCCOc1ccc(C2CCCN2c2ccns2)cc1,4,0,288.41599999999994,5,25.36,4.273400000000003,0.4375,1,prior
201,Oc1ccc(-n2c(Cc3cccc(F)c3)nc3ccc(Cl)cc32)cc1OC,4,1,382.8220000000002,4,47.28,5.123000000000002,0.09523809523809523,0,prior
202,CCN(c1ccccc1)OCc1ccccc1C(=O)N1CCCO1,4,0,326.3960000000001,6,42.010000000000005,3.422200000000002,0.3157894736842105,0,prior
204,Cc1ccc(Cl)cc1-c1cccc(OC(=O)CSc2ncccc2C)c1,4,0,383.9000000000001,5,39.19,5.716540000000005,0.14285714285714285,0,prior
205,COc1cn(C(CCC(=O)NC)C(C)C)cn1,4,1,239.31900000000002,6,56.15,1.6149999999999998,0.6666666666666666,1,prior
208,CCc1ccc(-c2cnc(N3CCOCC3)cc2)cc1,3,0,268.35999999999996,3,25.360000000000003,3.1476000000000015,0.35294117647058826,0,prior
209,O=C(Nc1cccc(C(F)(F)F)c1)N1CCN(C(=O)CN2C(=O)c3cccc(Cl)c32)CC1,3,1,466.84700000000026,3,72.96000000000001,3.6953000000000022,0.2857142857142857,0,prior
210,COc1cccc(N2CCN(C)C(=O)c3cccnc3N2C(=O)NC2(C)CCC2)c1,5,1,409.49000000000024,3,78.01,3.056000000000002,0.4090909090909091,0,prior
211,O=C1C(S(=O)(=O)c2ccccc2)N2C(c3ccco3)CCC21,5,0,317.36600000000016,3,67.59,2.1677999999999997,0.3125,3,prior
212,Cc1ccc(COc2ccc(-n3cccc3)cc2)cc1,2,0,263.34000000000003,4,14.16,4.364720000000003,0.1111111111111111,0,prior
213,CC(=O)c1ccc2[nH]c(=S)n(SCc3ccc(Cl)cc3Cl)c2c1-c1ccccc1,4,1,459.4230000000002,5,37.79,7.571790000000004,0.09090909090909091,0,prior
215,O=C(O)c1nc(N(C)C)c(/C=C/c2ccccn2)c(OC)c1,5,1,299.3300000000001,5,75.55,2.4198000000000004,0.1875,0,prior
217,COC(=O)NCCc1ccc(Cl)cn1,3,1,214.65200000000002,3,51.22,1.6335,0.3333333333333333,0,prior
220,Cc1ccc(C[C@H]2N[C@@H](Cc3ccc(Cl)cc3)c3ccccc32)cc1,1,1,347.88900000000007,4,12.03,5.819220000000005,0.21739130434782608,2,prior
223,Cc1ccc(NC(=O)CN2CCN(Cc3ccc([N+](=O)[O-])cc3)CC2)cc1,5,1,368.4370000000001,6,78.72,2.6595200000000006,0.35,0,prior
226,O=C(CCC1CC1)N(c1ccc(F)cc1)N(CC(=O)/C=C/c1cccc2ccccc12)C(=O)N(C)C,3,0,487.5750000000002,8,60.93000000000001,5.6832000000000065,0.27586206896551724,0,prior
229,CCOC(=O)c1c(S)n(CCc2cccs2)c(=O)[nH]c1=O,7,2,326.39900000000006,5,81.16,1.3062,0.3076923076923077,0,prior
230,CS(=O)(=O)c1ccccc1CCC1CCC(=O)c2ccccc21,3,0,328.433,4,51.21,3.783000000000003,0.3157894736842105,1,prior
232,CC/C=C/C(=O)Oc1ccc(-c2c[nH]c(Cl)c2)cc1,2,1,275.735,4,42.09,4.206700000000002,0.13333333333333333,0,prior
233,COS(=O)(=O)NCc1ccccc1,3,1,201.247,4,55.400000000000006,0.6673999999999998,0.25,0,prior
234,COc1ccc(-c2n[nH]c(S)n2)cc1N,5,3,222.27300000000002,2,76.82,1.3511999999999997,0.1111111111111111,0,prior
235,COc1ccc(OCCC(=O)NC2CCC2)cc1,3,1,249.30999999999997,6,47.56,2.1328000000000005,0.5,0,prior
236,CCN(C/C=C/c1ccn(-c2ccc(O)c(O)c2)n1)OC(C)(C)C,6,2,331.4160000000001,6,70.75,3.3487000000000027,0.3888888888888889,0,prior
238,CC1(C)CCCCO1.Cl.Cl,1,0,187.11000000000004,0,9.23,2.8091000000000017,1.0,0,prior
239,C=C[C@@H](O)N(CCC)C(=O)OCCNCn1ccnc1,6,2,282.344,9,79.61999999999999,0.7831999999999992,0.5384615384615384,1,prior
240,COc1ccc(N2CCN(c3ccc(Nc4nc(COc5ccccc5)ccc4O)CCN3)cc2)nc1C,9,3,512.6140000000003,8,95.01,4.502120000000003,0.2413793103448276,0,prior
241,COc1ccc(CSC(=O)c2ccccn2)c(C)c1,4,0,273.357,4,39.19,3.472220000000002,0.2,0,prior
243,Fc1ncc(NC(=O)c2c[nH]c3ccccc23)c(C)c1,2,2,269.279,2,57.78,3.2627200000000016,0.06666666666666667,0,prior
244,CN1C(=O)C([C@H](CO)c2ccc(/C=C/c3ccc(Cl)cc3)cc2)N(C(=O)c2cccc(-c3ccc(Cl)cc3)c2C)C1,3,1,585.5310000000001,7,60.85000000000001,7.155620000000007,0.17647058823529413,2,prior
245,CCCC(N)Cc1ccc(C)nc1C,2,1,192.30599999999998,4,38.91,2.3683400000000008,0.5833333333333334,1,prior
247,O=C(Cc1ccco1)NC(N)=O,3,2,168.15199999999996,2,85.33000000000001,0.01700000000000007,0.14285714285714285,0,prior
249,CCCCCc1cc(/N=C/c2ccccc2C)cc2ccccc12,1,0,315.46000000000004,6,12.36,6.631520000000006,0.2608695652173913,0,prior
251,CNCN1CC2(Cc3ccccc3s2)CC1,3,1,234.368,2,15.27,1.9561999999999995,0.5384615384615384,1,prior
253,COc1ccc(CS(=O)(=O)CSC2=NCCC2=O)cc1,6,0,313.40000000000003,5,72.80000000000001,1.672,0.38461538461538464,0,prior
254,CCCCCCCCC[C@@H]1CCN(CCc2c[nH]nc2)C[C@@]2(CNC(=O)[C@@H](C)[C@H]2C)[C@@]1(C(C)C)C(=O)OCC(=O)CC1NCC[C@H]1N([C@H](C)C)CC(=O)O,9,4,757.0739999999998,21,156.96,5.473500000000008,0.8333333333333334,7,prior
255,N#CC(=O)N1CCCNNc2ccc(-c3cn(C)cc3)nc21,6,2,296.33400000000006,1,85.98,1.2638799999999994,0.26666666666666666,0,prior
258,COc1cccc(-c2nsc3[nH]c(C)nc32)c1CC(=O)O,5,2,303.3430000000001,4,88.10000000000001,2.6305200000000006,0.21428571428571427,0,prior
259,CCN(Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)OC(N)=O)[nH]c2c1)C(=O)NCC2,7,3,439.4940000000002,4,151.14,0.09260000000000207,0.5,1,prior
262,Cn1cc(-c2cc(N)c(=O)nc3ccccc23)cc1OC,5,1,281.31500000000005,2,70.14,2.1913,0.125,0,prior
263,O=C(N[C@@H]1CCC[C@H]1N(Cc1ccccc1F)C(=O)N1CCCc2c(Cl)cccc21)B(O)c1ccc(C(F)(F)F)cc1,3,2,601.8370000000004,6,72.88000000000001,5.976100000000006,0.3333333333333333,2,prior
264,CN1C(=O)CC2(CCC(C(C)=O)CC2)C1,2,0,209.28899999999996,1,37.38,1.6140999999999999,0.8333333333333334,0,prior
265,COc1ccc(/C=C/C(=O)NN2CCN(C)CC2)cc1O,5,2,291.35099999999994,4,65.04,0.6925999999999999,0.4,0,prior
269,CCCOc1ccc(S(=O)(=O)Nc2ccc(F)c(N)c2)cc1,4,2,324.37700000000007,6,81.42,2.9975000000000005,0.2,0,prior
270,CCCCCCCCCN1CC/C(=C/c2cc3ccccc3[nH]2)CC1,1,1,338.5390000000001,9,19.03,6.397700000000007,0.5652173913043478,0,prior
271,C=CC(=O)N1CC[C@@H]2CCNCC[C@@H]2C1,2,1,208.30499999999998,1,32.34,1.0205,0.75,2,prior
273,CCCC(c1ccccc1)C1CCCCC1,0,0,216.3679999999999,4,0.0,5.150600000000004,0.625,1,prior
275,CCN(Cc1ccccc1)n1cnc2ccccc21,3,0,251.333,4,21.060000000000002,3.1944000000000017,0.1875,0,prior
276,Cc1cccc(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)c1,2,1,323.41700000000003,4,46.17,4.4628200000000025,0.05263157894736842,0,prior
278,N#CC1=CC(CC)=CCCc2cc(C(=O)c3ccccc3)c(-c3ccccc3)cc21,2,0,389.4980000000001,4,40.86,6.7741800000000065,0.14285714285714285,0,prior
280,CC(=O)c1csc2cc(C)ccc12,2,0,190.267,1,17.07,3.412320000000002,0.18181818181818182,0,prior
281,COc1cc(CSC2CCCO2)ccn1,4,0,225.313,4,31.35,2.4599,0.5454545454545454,1,prior
285,N#CCOc1cn(C(C#N)CCN)c2ccc(=O)c(C)cc12,6,1,296.33,5,104.82999999999998,1.6257800000000002,0.3125,1,prior
286,CCN1C(=O)c2cc(C(C)(C)C)ccc2C1C(=O)c1ccc(OC(F)(F)F)cc1,3,0,405.41600000000005,4,46.61,5.282400000000004,0.36363636363636365,1,prior
287,O=C(c1cc(OC)c(OC)c(OC)c1C(=O)c1ccc2[nH]ccc2c1)Nc1ccc(N)cc1,6,3,445.4750000000001,7,115.67,4.259200000000002,0.12,0,prior
289,Cc1ccc(OCN2CCN(C(=S)O)CC2)cc1,3,1,266.366,3,35.94,1.79182,0.46153846153846156,0,prior
290,CCOc1cccc(C(=O)Nc2ccc([N+](=O)[O-])cc2C(F)(F)F)c1,4,1,354.284,5,81.47,4.264600000000002,0.1875,0,prior
291,CCOC(=O)c1ccc(C(=O)Nc2ccc(C)cc2)cc1,3,1,283.327,4,55.400000000000006,3.4240200000000014,0.17647058823529413,0,prior
292,CB(c1ccc(Cl)c(Cl)c1)c1ccco1,1,0,238.91000000000003,2,13.14,2.8252000000000006,0.09090909090909091,0,prior
294,O=c1cccccc1OCc1ccc(Br)cc1.Cl,2,0,327.60499999999996,3,26.3,3.8101000000000025,0.07142857142857142,0,prior
295,Nc1ccccc1CN(C)C,2,1,150.225,2,29.259999999999998,1.3304,0.3333333333333333,0,prior
298,CC(=O)NC(=O)CS(C)(=O)=O,4,1,179.19699999999997,2,80.31,-1.3062999999999996,0.6,0,prior
300,CC(C)(C)c1ccc2c(-c3cc(C(C)(C)O)cc(C)n3)ccc(Br)c2c1,2,1,412.37100000000004,2,33.120000000000005,6.497620000000006,0.34782608695652173,0,prior
302,Cc1cc(C#Cc2ccccc2)c(C)c(CN2CCN(c3cccc(C(F)(F)F)c3)NC2)c1,3,1,449.52000000000004,3,18.509999999999998,5.506340000000005,0.25925925925925924,0,prior
303,CC1CCN(O)C1,2,1,101.14899999999999,0,23.47,0.7174,1.0,1,prior
304,Cc1ccc(C)cc1[N+](=O)[O-],2,0,151.165,1,43.14,2.21164,0.25,0,prior
