,SMILES,HBA,HBD,MW,rotatable,TPSA,cLogP,fsp3,stereo,set
23,OC(CCN1CCN(c2cccc(Cl)c2)CC1)Cn1c(-c2ccccc2)nc2ccc(Br)cc21,5,1,539.9050000000002,7,44.53,5.6924000000000055,0.2962962962962963,1,prior
24,Nc1ncnc2c(Nc3ccc(Cl)cc3)nc(NC3CCCCC3)nc12,7,3,369.86000000000024,4,101.64,4.143600000000003,0.3333333333333333,0,prior
25,COc1ccc(C(=O)C2=C(O)C(=O)N(CCCN3CCOCC3)C2c2ccc(SC)cc2OC)cc1,8,1,512.6280000000004,10,88.54,3.726300000000003,0.4074074074074074,1,prior
26,O=C(COC(=O)c1cccc2ccccc12)Nc1ccc(Cl)cc1,3,1,339.778,4,55.400000000000006,4.288700000000003,0.05263157894736842,0,prior
27,CC(CNC(=O)c1ccccc1)OS(=O)(=O)c1ccccc1,4,1,319.382,6,72.47,2.210400000000001,0.1875,1,prior
28,CCOc1ccc(CCNC(=O)c2cc(-n3ccnc3)cc(C(C)(C)C)c2)cc1OCC,5,1,435.56800000000027,9,65.38,4.939700000000005,0.38461538461538464,0,prior
30,O=C(c1ccccc1)c1ccc2[nH]c(O)nc2c1,3,2,238.246,2,65.98,2.4995000000000003,0.0,0,prior
31,C=CCOC(=O)Oc1ccc2c(c1)c1c(n2SCc2nc3cc(C)ccc3[nH]2)CN(C)C1,7,1,448.5480000000003,6,72.38,5.169320000000005,0.25,0,prior
32,CCCCCCc1nn(-c2ccccc2)c(=O)c2c1c(=O)[nH]n2C,5,1,326.4000000000001,6,72.68,2.5353000000000003,0.3888888888888889,0,prior
33,Cc1ccc(-n2nc(C(=O)NCC(=O)Nc3ccc(S(N)(=O)=O)cn3)c3ccccc32)cc1,7,3,464.5070000000002,6,149.07,1.7448200000000005,0.09090909090909091,0,prior
34,O=C(NC(=S)NCc1ccccc1)CCn1c(NCCCc2ccccc2)nc2ccccc21,5,3,471.6300000000002,10,70.98,4.662000000000004,0.2222222222222222,0,prior
35,CCCN1OC2=C(C(=O)SCC2=O)C2c3ccc(C)cc3CCc3cccc1c32,5,0,405.5190000000002,2,46.61,4.483720000000004,0.3333333333333333,1,prior
36,COc1ccc(/C=C/C(=O)Nc2oc3c(C)cccc3c2C(=O)C2CC2)cc1,4,1,375.42400000000015,6,68.53999999999999,4.994420000000004,0.21739130434782608,0,prior
37,COc1cc(NC2=NC(c3ccccc3)(c3ccccc3)CN2)ccc1OCCOc1ccccc1,6,2,479.58000000000027,9,64.11,5.467900000000005,0.16666666666666666,0,prior
38,Cc1noc(SCC(=O)Nc2cc(C(=O)N3CCCC3)cn2-c2ccc(Cl)cc2)c1C,6,1,458.97100000000023,6,80.37,4.702340000000004,0.3181818181818182,0,prior
39,Cc1ccc(-c2nnc(SCC(=O)Nc3c(S(N)(=O)=O)n(C)n(-c4ccccc4)c3=O)o2)cc1,10,2,500.56200000000024,7,155.11,1.9126199999999998,0.14285714285714285,0,prior
40,COc1ccc(NC(=O)CN2CCC3(CC2)C(=O)OCN3c2nc(-c3ccc(C)nc3)cs2)cc1,9,1,493.58900000000017,6,96.89,3.3161200000000015,0.36,0,prior
41,COc1cc(OS(=O)(=O)c2ccc(Cl)cc2)cc(C)c1OCC1CC1,5,0,382.86500000000024,7,61.83,4.213520000000003,0.3333333333333333,0,prior
42,O=C(O)C1CCCN(Cc2ccc3[nH]ncc3c2)C1,3,2,259.3090000000001,3,69.22,1.8594999999999997,0.42857142857142855,1,prior
43,O=C(C(=O)N1CCN(C(=O)OCc2ccccc2)CC1)c1ccc(Oc2ccccc2)cc1,5,0,444.48700000000025,6,76.15,4.142600000000003,0.19230769230769232,0,prior
44,CCOC(=O)c1c(CC)[nH]c(O)c1Nc1ccc2c(c1C(=O)O)CC(C)(C)CC2=O,6,4,414.4580000000003,6,128.72000000000003,4.056300000000002,0.4090909090909091,0,prior
45,CN(Cc1ccc(Cl)c(Cl)c1)Cc1nnc(CN(C)C)n1N,6,1,343.2620000000001,6,63.21000000000001,1.9922999999999997,0.42857142857142855,0,prior
47,CC(=O)OC1CC2(C)CC(=O)CC3(COC(=O)C1=O)c1ccccc1[C@]32OC,7,0,386.4000000000001,2,95.97000000000001,1.5965999999999994,0.5238095238095238,4,prior
48,COc1cc(C2COc3ccccc3O2)cc(OC)c1OC,5,0,302.3260000000001,4,46.150000000000006,3.2249000000000017,0.29411764705882354,1,prior
49,CC#CCN/N=C/c1c(O)cc(C)c2c1C=C(C)C(=O)O2,5,2,284.315,3,74.83000000000001,2.06224,0.25,0,prior
50,COc1ccc(OC(=O)c2ccc(-c3ccccc3)cc2Cl)cc1,3,0,338.7900000000001,4,35.53,5.2348000000000035,0.05,0,prior
51,Cc1ccc2c(c1)C(=O)C(O)=C2C=O,3,1,188.182,1,54.37,1.6593200000000001,0.09090909090909091,0,prior
52,Cc1oc2c(c1C(=O)O)CCCCC2,2,1,194.2299999999999,1,50.44,2.5551200000000005,0.5454545454545454,0,prior
53,O=C(O)c1ccc(C2CC2)cc1,1,1,162.188,2,37.3,2.2622,0.3,0,prior
54,CCOc1ccc(NS(=O)(=O)c2cc3nn(C)cc3n(-c3ccc(F)cc3)c2=O)cc1,7,1,442.4720000000001,6,95.22,3.062800000000002,0.14285714285714285,0,prior
55,Cc1ccc(C(=O)NCC(c2ccc(Cl)cc2)N2CCCC2)cc1,2,1,342.87000000000023,5,32.34,4.215320000000003,0.35,1,prior
58,CCC1CCCCC1NC(=O)N(C)Cc1ccc(Nc2c(C#N)c3c4c(Br)cccc4oc3cc2F)cc1,4,2,577.4980000000003,6,81.3,8.213080000000005,0.3333333333333333,2,prior
59,CC(C(=O)O)C1C=C(c2ccc(CCNS(=O)(=O)C(C)C)cc2)CC1,3,2,365.4950000000001,8,83.47,3.0710000000000015,0.5263157894736842,2,prior
60,CCCC(=O)NNC(=O)c1c(SC)c(P(C)(=O)O)c(-c2ccccc2)c(C(C)C)c1C,4,3,462.5520000000002,7,95.50000000000001,4.593920000000004,0.391304347826087,1,prior
62,COc1ccc(Cl)cc1Nc1nc2ccccc2n1-c1cccc2ccccc12,4,1,399.88100000000014,4,39.08,6.584300000000004,0.041666666666666664,0,prior
63,O=C(/C=C/c1ccc(-c2ccccc2)cc1)c1ccccc1C(=O)O,2,1,328.36700000000013,5,54.370000000000005,4.947900000000004,0.0,0,prior
64,O=c1c2c(Cl)cccc2nc(-c2ccc(-c3ccccc3Cl)cc2)n1-c1ccccc1,3,0,443.3330000000001,3,34.89,7.026500000000005,0.0,0,prior
65,CN(C)C(=O)c1cc(C(C)(C)C)c(OCc2cccc(C(C)(C)C)c2)cc1OCCNC(=N)N,4,3,468.6420000000002,8,100.67,4.424270000000002,0.48148148148148145,0,prior
66,Cc1nn(-c2nc(Oc3c(Cl)cc(Cl)cc3Cl)co2)c(=O)c2ccc(Cl)cc12,6,0,457.1000000000002,3,70.15,6.088020000000002,0.05555555555555555,0,prior
67,CC(=O)OCCn1cnc2c(N)ncnc21,7,1,221.22,3,95.92,-0.028400000000000092,0.3333333333333333,0,prior
68,C[n+]1cccc(/C=N/N=C2\SC3CCCCC3=O)c21,4,0,274.36899999999997,2,46.730000000000004,2.0580999999999996,0.42857142857142855,1,prior
69,NCCCCCCCN1CCc2nc(N)oc2C1,5,2,252.36199999999994,7,81.31,1.5240999999999993,0.7692307692307693,0,prior
70,CCc1ccc2ccc(Cn3nnnc3-c3ccccc3O)cc2c1,5,1,330.391,4,63.83,3.8096000000000023,0.15,0,prior
71,O=C(O)C1(N2CCCCC2)CCN(Cc2ccccc2OCCO)CC1,5,2,362.4700000000002,7,73.24000000000001,1.9627999999999992,0.65,0,prior
72,COc1cc2c(cc1OC)C(=O)C1C(OC(=O)C(C)C/N=C/c3ccc(SC)cc3)c3ccccc3C12C(=O)N1C[C@H](C)O[C@]1(C)CCO,10,1,686.8269999999999,11,123.96,5.223300000000006,0.42105263157894735,6,prior
73,Fc1ccc(-c2cc(COCc3ccc(OCc4cccc(Oc5ccccc5)c4)cc3)[nH]n2)cc1,4,1,480.5390000000001,10,56.370000000000005,7.303900000000005,0.1,0,prior
74,COc1cccc(Br)c1-c1nc2cccc3c(=O)cc(N4CCN(C(C)=O)CC4)n1c32,6,0,481.35000000000036,3,67.15,3.392100000000003,0.2608695652173913,0,prior
75,O=C(NNC(=O)c1c(NCCO)cc(-c2ccc(O)cc2)c2cc(C(F)(F)F)ccc12)c1cc2ccccc2[nH]1,5,6,548.5210000000001,6,126.48000000000002,5.191500000000003,0.10344827586206896,0,prior
76,CCCc1nn(-c2ccccc2)c(=O)n1Cc1c(C(=O)OCC(C)(C)O)csc1C,8,1,429.5420000000002,8,86.35000000000001,3.3324200000000026,0.4090909090909091,0,prior
77,CCCCCn1c2c(c3c4c(ccc32)CN(C)C(=O)CC4)C(C)(C)N2CCCC21,3,0,393.5750000000003,4,26.79,4.479200000000004,0.64,1,prior
78,C=CC(=O)Nc1ccc(Nc2ncc(C)s2)cc1Cl,4,2,293.779,4,54.02,3.9730200000000018,0.07692307692307693,0,prior
79,O=C(CSc1nnc(-c2ccccc2)o1)N/N=C/c1cccnc1,7,1,339.3800000000001,6,93.27,2.3740000000000006,0.0625,0,prior
81,Cn1c(=O)c2oc3ccccc3c2n(/C=C2\C(=O)Nc3ccc(F)cc32)c1=O,6,1,377.33100000000013,1,86.24000000000001,2.5357000000000003,0.05,0,prior
82,O=C(Cc1ccccc1)NNC(=O)c1ccc(S(=O)(=O)N2CCN(c3ccccc3)CC2)cc1,5,2,478.57400000000024,6,98.82,2.201199999999999,0.2,0,prior
83,COc1cc(CCNC23CC4CC(CC(C4)C2)C3)cc(OC)c1,3,1,315.457,6,30.49,3.804700000000003,0.7,0,prior
84,Cc1cccc(NC(=O)CN2C(=O)NC3(CCCCC3)C2=O)c1,3,2,315.3730000000001,3,78.51,2.1882200000000003,0.47058823529411764,0,prior
85,O=C(CN(Cc1ccc(Br)cc1)S(=O)(=O)c1ccc(F)cc1)NC1CC1,3,1,441.3220000000002,7,66.48,3.0577000000000014,0.2777777777777778,0,prior
86,O=CN(O)c1ncnc2sc3c(=O)[nH]n(-c4cccc(F)c4)c3c12,7,2,345.31500000000005,3,104.11000000000001,1.8145999999999998,0.0,0,prior
87,O=C1CC2(CCN(CCO)CC2)C(=O)N1c1ccncc1,5,1,289.335,3,73.74000000000001,0.41939999999999955,0.5333333333333333,0,prior
88,C=CCNc1nc(-c2ccncc2)nc2scc(-c3ccc(OC)nc3)c12,7,1,375.45700000000016,6,72.82000000000001,4.421800000000003,0.1,0,prior
89,Cc1cccc(CN2C(=O)C(=O)c3cccc(NC(=O)c4ccco4)c32)c1,4,1,360.36900000000014,4,79.62,3.5698200000000027,0.09523809523809523,0,prior
90,COc1ccc2c(c1)C(=O)c1c(O)cc(C)c([N+](=O)[O-])c1O2.Cl,6,1,337.7150000000001,2,102.81,3.2988200000000014,0.13333333333333333,0,prior
91,COc1ccc(Cl)cc1NC(=O)CSc1nc2sc3c(c2c(=O)n1Cc1ccco1)CCCC3,8,1,516.0440000000003,7,86.36,5.370900000000003,0.2916666666666667,0,prior
92,COc1cccc(-c2nn3cc(-c4cccc(C)c4Cl)nc3s2)c1,5,0,355.85,3,39.42,5.095220000000003,0.1111111111111111,0,prior
93,COCCNC(=O)CCCn1c(=O)cc(O)n(-c2ccccc2)c1=O,7,2,347.37100000000004,8,102.56,0.2475999999999992,0.35294117647058826,0,prior
94,CN(Cc1cn(Cc2ccc(F)cc2)nn1)c1c(Cl)cc(C#N)cc1Cl,5,0,390.249,5,57.74,4.280380000000003,0.16666666666666666,0,prior
95,COCCSc1nnnn1CC(=O)Nc1ccc(C)cn1,8,1,308.3670000000001,7,94.82000000000001,0.7537199999999997,0.4166666666666667,0,prior
96,COC(=O)c1ccc(NC(=S)NC(=O)c2ccccc2)cc1,4,2,314.36600000000004,3,67.43,2.6000000000000005,0.0625,0,prior
97,COc1cc(NC(=O)CCSC)cc2c1N(C)S(=O)(=O)CC2,5,1,344.45800000000014,5,75.71000000000001,1.7089,0.5,0,prior
98,C=CC[N+](Cc1ccc(OCC)cc1)(C[N+](=O)[O-])c1ccccc1,3,0,327.404,9,52.370000000000005,4.0130000000000035,0.2631578947368421,1,prior
99,Cc1ccc(NC(=O)CNc2cc(C)sc2/C=N/O)cc1,5,3,303.387,5,73.72,3.2236400000000014,0.2,0,prior
100,CO/N=C/c1c(-c2ccc(Cl)cc2)oc2c1c(=O)oc1cc(C)cc(O)c12,6,1,383.78700000000015,3,85.17,4.853920000000003,0.1,0,prior
101,O=C(Nc1cc(S(=O)(=O)N2CCOCC2)ccc1Cl)C1CCCCC1,4,1,386.9010000000002,4,75.71000000000001,2.8797000000000015,0.5882352941176471,0,prior
102,CCc1nc2ccccc2n(Cc2ccccc2)c1=O,3,0,264.328,3,34.89,3.007200000000001,0.17647058823529413,0,prior
103,CC1=C(C(=O)N2CCN(c3ccccc3)CC2)C(c2ccc(N)cc2)SC1,4,1,379.5290000000001,3,49.57000000000001,3.722000000000002,0.3181818181818182,1,prior
104,COc1ccc(C)cc1NC(=O)CCC(=O)Nc1ccc(S(=O)(=O)NC)cc1,5,3,405.47600000000006,8,113.6,2.26912,0.2631578947368421,0,prior
105,CCOc1cc(NS(=O)(=O)c2ccc3c(c2)c(=O)n(C)c(=O)n3C)c2cc(OC)c(OC)cc2c1,9,1,499.5450000000003,7,117.86000000000001,2.607100000000001,0.25,0,prior
106,COc1ccccc1CC(=O)N[C@H]1CC[C@H](OC[C@H]2CC[C@@H](NC(=O)N[C@@H](CCc3ccccc3)C(N)=O)CC2)CC1,5,4,578.754,13,131.78,4.026400000000001,0.5454545454545454,1,prior
107,COc1ccc(/C=C/c2ccc3cc4c(cc3n2)OCO4)cc1C,4,0,319.36000000000007,3,40.58,4.4509200000000035,0.15,0,prior
109,CCNc1c(S(=O)(=O)c2cc(Br)ccc2Br)cnn1C,5,1,423.13000000000005,4,63.99,3.2097000000000016,0.25,0,prior
110,Nc1c([S+]([O-])F)cc([N+](=O)[O-])o1,5,1,194.14299999999997,2,105.36,0.7621,0.0,1,prior
111,CC(C)C[C@@H]1CNC(=O)N1CCCNc1c2c(nc3ccc(Cl)cc13)CCCC2.Cl.Cl,3,2,487.9030000000002,7,57.260000000000005,5.852500000000007,0.5652173913043478,1,prior
112,Cc1cc(C)c2c(C(=O)/C=C\c3ccc(O)cc3)csc2c1,3,1,308.40200000000004,3,37.3,5.1198400000000035,0.10526315789473684,0,prior
114,O=C(CCCCC(=O)C(c1ccccc1)c1ccccc1)Nc1ccc(Cl)cc1,2,1,405.92500000000007,9,46.17,6.240100000000004,0.2,0,prior
115,CN(C)c1ccc(CN=C(S)N(CCCN2CCOCC2)C(C)C)cc1,4,1,378.5860000000002,8,31.31,2.9711000000000016,0.65,0,prior
116,O=C(Nc1ccc(C(F)(F)F)cc1)c1cccc(O)c1,2,2,281.233,2,49.33,3.6633000000000013,0.07142857142857142,0,prior
117,CCCCCCCCCCCCC[C@@H]1OC1OCCP(=O)(O)O,3,2,350.436,16,79.29,4.606700000000005,1.0,2,prior
118,COc1ccccc1-c1cccc(NC(=O)n2nc(C)nc2-c2ccc(O)cc2)c1,6,2,400.4380000000001,4,89.27,4.714920000000004,0.08695652173913043,0,prior
119,COc1ccc(-c2ccc3cnc(-n4c(C)c(-c5ccccc5)c(=O)n4C)n3c2)cc1,6,0,410.4770000000001,4,53.46000000000001,4.474720000000004,0.12,0,prior
120,COc1ccc(-c2nc(C[C@H]3N=C(N=O)NC3)c(-c3cccnc3)cn2)cc1F,8,1,392.394,5,101.72,2.990000000000001,0.2,1,prior
121,COc1ccc(CCNC(=O)CCCCc2c[nH]c3ccccc23)c(OC)c1,3,2,380.4880000000001,10,63.349999999999994,4.256800000000003,0.34782608695652173,0,prior
122,COc1cccc(-c2ccc(Oc3ccc(Br)cc3C)cc2)c1,2,0,369.25800000000004,4,18.46,6.225420000000004,0.1,0,prior
123,COc1cc(OC)cc(C(=O)NC(=S)Nc2ccc(N3CCOCC3)cc2)c1,6,2,401.4880000000002,5,72.06,2.667200000000001,0.3,0,prior
124,CCOC(=O)N1CCC(NC(=O)COc2ccc(C)cc2)CC1,4,1,320.3890000000001,5,67.87,2.1109199999999997,0.5294117647058824,0,prior
125,COC(=O)c1ccc(C(=O)c2cn(CCCOc3cc(C)ccc3C)nn2)cc1,7,0,393.44300000000004,8,83.31,3.3816400000000026,0.2727272727272727,0,prior
126,COc1cc(CCC(=O)[O-])cc(O)c1Cl.[Na+],4,1,252.62900000000002,4,69.59,-2.2592999999999983,0.3,0,prior
127,CCCCC(=O)Oc1cc(-c2ccccc2)[nH]n1,3,1,244.294,5,54.980000000000004,3.172300000000001,0.2857142857142857,0,prior
128,CCc1nc(-c2ccc3c(c2)CC=CC3=O)cs1,3,0,255.34199999999998,2,29.96,3.667500000000002,0.2,0,prior
129,O=C(O)c1c[nH]c2ccc(CNCc3ccccc3)cc12,2,3,280.327,5,65.11999999999999,3.1559000000000017,0.11764705882352941,0,prior
130,O=C(NCC1CCN(CCc2ccccc2)CC1)c1cccc2ccccc12,2,1,372.5120000000001,6,32.34,4.524300000000004,0.32,0,prior
131,Cn1cc(Cl)c(C(=O)N2CCO[C@H]3CN(C4CCC4)C[C@@H]32)n1.Cl.Cl,5,0,397.7340000000001,2,50.6,1.9948000000000006,0.7333333333333333,2,prior
132,Cc1ccc(C(=O)/C=C/c2ccc(OCc3c(Cl)cccc3Cl)cc2Cl)o1,3,0,421.7070000000001,6,39.44,7.023320000000003,0.09523809523809523,0,prior
133,CC(=O)c1cccc(Oc2ccc(OCC(=O)O)cc2)c1Cl,4,1,320.72799999999995,6,72.83,3.798300000000002,0.125,0,prior
134,CCOC(=O)N(C)CCNCc1cnc2c(C)c(C)c(O)nc2c1,6,2,332.40400000000005,6,87.58,2.13014,0.47058823529411764,0,prior
135,Cc1ccc(OCCCn2c3ccccc3c(=O)c3cc4c(cc32)OCO4)cc1,5,0,387.4350000000002,5,49.69,4.660920000000004,0.20833333333333334,0,prior
136,O=S(=O)(c1ccccc1)c1ccc2c(c1)CC(CC(c1ccccc1)c1ccccc1)(c1ccccc1)N2,3,1,515.6780000000001,7,46.17,7.605100000000007,0.11764705882352941,1,prior
137,COc1ccc(C(=O)OCc2ccccc2C(=O)N2CCOCC2)cc1,5,0,355.39000000000016,5,65.07000000000001,2.5246000000000004,0.3,0,prior
138,COc1ncc(CCC[N+]2(C)CCCCC2)cc1C(=O)Nc1ccccc1.[Br-],3,1,448.405,7,51.22,0.9096000000000015,0.45454545454545453,0,prior
139,O=c1c2cc(O)c(O)cc2oc2cc(OCc3ncc4c(n3)OCO4)cc(Cl)c12,9,2,414.7570000000001,3,124.14000000000001,3.1085000000000003,0.10526315789473684,0,prior
140,O=[N+]([O-])c1ccc(C(F)(F)C(F)F)cc1,2,0,223.12499999999997,3,43.14,2.9517000000000007,0.25,0,prior
141,COc1c(Cl)cc(-c2ccc3c(c2)oc(=O)n3C)cc1,4,0,289.718,2,44.37,3.4605000000000015,0.13333333333333333,0,prior
142,Nc1nc(Nc2ccccc2)nc2c1c(=O)n(CCCN1CCNC1=O)c(=O)n2Cc1ccccc1,9,3,486.53600000000023,8,140.17000000000002,1.7426,0.24,0,prior
143,O=C1C2CN(Cc3ccccc3)C[C@H]2CO1,3,0,217.26799999999997,2,29.540000000000003,1.2914,0.46153846153846156,2,prior
144,CNCCOCc1nnc(OC)o1,6,1,187.19899999999998,6,69.41,-0.1858000000000002,0.7142857142857143,0,prior
145,O=[N+]([O-])c1ccc2nc(NCc3ccccc3)n(Cc3ccccc3)c2n1,6,1,359.38900000000007,6,85.88000000000001,3.999900000000002,0.1,0,prior
146,C=C1CCC(O)CC1CCCCCCCCCC,1,1,252.44199999999987,9,20.23,5.234400000000005,0.8823529411764706,2,prior
147,CC(C)C[C@H](CO)N(Cc1ccc(Cl)cc1)C(=O)c1ccc(F)cc1F,2,1,381.8500000000001,7,40.54,4.667600000000004,0.35,1,prior
148,Oc1nc2ccccc2cc1-c1nc2ccccc2s1,4,1,278.33599999999996,1,46.010000000000005,4.217100000000002,0.0,0,prior
149,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,2,0,286.415,0,34.14,4.087400000000003,0.7894736842105263,5,prior
150,CNCCOc1ccc(-c2c(-c3ccc(F)c(C(F)(F)F)c3)nc3c(N4CCOCC4)ccnc3c2Cl)cc1,6,1,560.9790000000003,7,59.510000000000005,6.2099000000000055,0.2857142857142857,0,prior
151,CCCOC(=O)c1ccc(N(Cc2cccc(OC)c2O)c2c(C)c(C(=O)OC)nc3sccc23)cc1,9,1,520.6070000000003,9,98.19,6.010620000000007,0.25,0,prior
152,Cn1nnnc1SCC(=O)Nc1ccc2c(c1)OCO2,8,1,293.30800000000005,4,91.16000000000001,0.6695999999999993,0.2727272727272727,0,prior
153,C[C@@H]1CN(c2cccc(C(=O)NS(=O)(=O)c3ccc(NC(=O)C4CC4)cc3)c2)CC[C@@H]1O,6,3,457.55200000000025,6,115.81000000000002,2.3609000000000004,0.391304347826087,2,prior
154,O=C(C[n+]1ccccc1)NC[C@H]1CC[C@H](C(=O)O)CC1.[I-],2,2,404.248,5,70.28,-2.014699999999997,0.5333333333333333,0,prior
155,Cc1cc(CN2C(=O)C(CCC#N)c3ccccc32)c(C#N)c2nn(C)nc12,6,0,370.4160000000001,4,98.60000000000001,3.082580000000001,0.2857142857142857,1,prior
156,CCCCN1CCN(c2nc3cc(OCC)cc(C(=O)N(C)C)c3s2)CC1.Cl,6,0,427.0140000000002,7,48.910000000000004,3.7407000000000035,0.6,0,prior
157,COc1cc2c(C)nc(-c3cccnc3C(F)(F)F)nc2cc1OC,5,0,349.3120000000001,3,57.13000000000001,4.036220000000003,0.23529411764705882,0,prior
158,c1ccc(C([O-])c2ccccc2-c2cccnc2)cc1,2,0,260.316,3,35.95,3.1983000000000015,0.05555555555555555,1,prior
160,Cc1c(Cl)cccc1-c1cc(-c2ccccc2)nc(C(F)(F)F)n1,2,0,348.755,2,25.78,5.791220000000004,0.1111111111111111,0,prior
161,O=S(=O)(Nc1cccnc1)c1cc2ccccc2sc1=O,5,1,318.3790000000001,3,76.13,2.457300000000001,0.0,0,prior
162,C/C=C\CCCOC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(N)=O,5,4,363.41400000000016,10,130.75,0.9873000000000001,0.3888888888888889,1,prior
163,O=C1Nc2[nH]nc(-c3cccs3)c2C12CCN(CCC(c1ccccc1)c1ccccc1)CC2,4,2,468.62600000000026,6,61.02,5.646100000000005,0.2857142857142857,0,prior
164,C[C@@H]1CN(c2ccc(F)cc2)C(=O)C1c1csc(-c2ccccc2)n1,3,0,352.4340000000001,3,33.2,4.715700000000004,0.2,2,prior
165,Cc1cc(C)n2nc(-c3oc(Cl)cn3)nc2n1,6,0,249.66100000000003,1,69.11,2.0495399999999995,0.2,0,prior
167,C=CCN/C(=N\O)c1ccc(Cl)cc1Cl,2,2,245.10899999999998,3,44.620000000000005,2.9048000000000007,0.1,0,prior
168,CCCCOC(=O)NCCN1C(=O)c2cccc3nc(NC)nc(c23)C1=O,7,2,371.3970000000001,7,113.52000000000001,1.7937999999999996,0.3888888888888889,0,prior
170,CCCC(Oc1cc2c(cc1CNCc1ccc(F)cc1)S(=O)(=O)CC2)C(=O)O,5,2,421.4900000000002,9,92.7,3.077400000000001,0.38095238095238093,1,prior
171,O=C(O)c1ccc2nc(NC(=O)c3ccncc3)sc2c1,5,2,299.31100000000004,3,92.17999999999999,2.641800000000001,0.0,0,prior
172,Cc1ccc(NC(=O)CN2C(=O)NC3(CCCCCC3)C2=O)cc1,3,2,329.4000000000001,3,78.51,2.5783200000000006,0.5,0,prior
173,O=C(O)c1ccccc1/C=N/N=C/c1cccs1,4,1,258.302,4,62.019999999999996,2.899300000000001,0.0,0,prior
174,O=C(COC(Nc1ccccc1)c1ccc([N+](=O)[O-])o1)NCc1ccccc1,6,2,381.3880000000001,9,106.64,3.6315000000000026,0.15,1,prior
